Airport;Terminal;Date;Hour;U.S. Citizen;;Non U.S. Citizen;;All;;;;;;;;;;;;
;;;;;;;;Wait Times;;Number Of Passengers Time Interval;;;;;;;;;;
;;;;Average Wait;Max Wait;Average Wait;Max Wait;Average Wait;Max Wait;0-15;16-30;31-45;46-60;61-90;91-120;120 plus;Excluded;Total;Flights;Booths
;;;;Time;Time;Time;Time;Time;Time;;;;;;;;;;;
LAX;Tom Bradley International Terminal;6/14/2019;2000 - 2100;19;82;34;105;26;105;671;876;506;92;98;38;0;73;2354;11;25
LAX;Tom Bradley International Terminal;6/14/2019;2100 - 2200;7;51;23;79;18;79;312;70;23;44;25;0;0;17;491;3;15
LAX;Tom Bradley International Terminal;6/14/2019;2200 - 2300;14;55;19;46;16;55;327;177;50;5;0;0;0;15;574;5;13
LAX;Tom Bradley International Terminal;6/14/2019;2300 - 0000;10;40;16;52;13;52;565;254;35;5;0;0;0;29;888;6;13
LAX;Satellite 2;6/15/2019;0600 - 0700;12;17;0;0;12;17;30;6;0;0;0;0;0;2;38;3;0
LAX;Satellite 2;6/15/2019;0900 - 1000;12;30;14;31;13;31;106;64;1;0;0;0;0;7;178;2;4
LAX;Satellite 2;6/15/2019;1000 - 1100;12;26;13;28;12;28;186;34;0;0;0;0;0;5;225;2;4
LAX;Satellite 2;6/15/2019;1100 - 1200;18;71;21;74;20;74;231;210;73;26;9;0;0;16;565;3;6
LAX;Satellite 2;6/15/2019;1200 - 1300;11;45;13;45;13;45;100;11;17;0;0;0;0;4;132;1;5
LAX;Satellite 2;6/15/2019;1300 - 1400;12;38;15;37;13;38;127;41;17;0;0;0;0;6;191;1;5
LAX;Satellite 2;6/15/2019;1400 - 1500;8;18;12;16;8;18;142;6;0;0;0;0;0;4;152;1;3
LAX;Satellite 2;6/15/2019;1500 - 1600;7;20;8;21;7;21;142;6;0;0;0;0;0;5;153;1;2
LAX;Satellite 2;6/15/2019;1600 - 1700;17;21;0;0;17;21;3;8;0;0;0;0;0;1;12;1;0
LAX;Satellite 2;6/15/2019;1700 - 1800;9;22;11;18;10;22;258;38;0;0;0;0;0;10;306;3;4
LAX;Satellite 2;6/15/2019;1800 - 1900;11;37;15;45;13;45;286;110;18;0;0;0;0;12;426;2;5
LAX;Satellite 2;6/15/2019;1900 - 2000;9;20;8;20;9;20;156;21;0;0;0;0;0;6;183;1;3
LAX;Satellite 2;6/15/2019;2100 - 2200;24;25;0;0;24;25;0;8;0;0;0;0;0;0;8;1;0
LAX;Satellite 5;6/15/2019;1200 - 1300;19;27;0;0;19;27;4;5;0;0;0;0;0;1;10;1;1
LAX;Satellite 7;6/15/2019;0500 - 0600;20;36;0;0;20;36;4;5;2;0;0;0;0;1;12;1;0
LAX;Satellite 7;6/15/2019;0600 - 0700;11;13;0;0;11;13;9;0;0;0;0;0;0;0;9;1;0
LAX;Satellite 7;6/15/2019;1000 - 1100;9;23;13;22;10;23;155;23;0;0;0;0;0;5;183;1;5
LAX;Satellite 7;6/15/2019;1100 - 1200;8;19;9;28;8;28;277;30;0;0;0;0;0;11;318;2;6
LAX;Satellite 7;6/15/2019;1300 - 1400;10;23;11;22;10;23;274;58;0;0;0;0;0;9;341;2;3
LAX;Satellite 7;6/15/2019;1400 - 1500;9;34;15;29;10;34;122;11;2;0;0;0;0;4;139;1;2
LAX;Satellite 7;6/15/2019;1500 - 1600;8;19;12;19;8;19;152;8;0;0;0;0;0;6;166;1;3
LAX;Satellite 7;6/15/2019;1600 - 1700;15;63;26;92;18;92;404;228;56;20;23;4;0;23;758;4;9
LAX;Satellite 7;6/15/2019;1700 - 1800;22;87;31;87;24;87;282;458;50;23;75;0;0;28;916;6;8
LAX;Satellite 7;6/15/2019;1800 - 1900;21;61;37;56;22;61;52;205;12;25;4;0;0;6;304;2;9
LAX;Satellite 7;6/15/2019;1900 - 2000;2;8;0;0;2;8;11;0;0;0;0;0;0;2;13;1;0
LAX;Terminal 4;6/15/2019;1000 - 1100;16;68;28;76;19;76;200;26;8;29;22;0;0;7;292;1;6
LAX;Terminal 4;6/15/2019;1200 - 1300;10;50;30;74;19;74;194;26;11;15;30;0;0;8;284;1;5
LAX;Terminal 4;6/15/2019;1500 - 1600;18;38;32;71;28;71;32;143;55;20;14;0;0;9;273;1;6
LAX;Terminal 4;6/15/2019;1600 - 1700;13;52;27;66;19;66;168;43;26;19;8;0;0;9;273;1;5
LAX;Terminal 4;6/15/2019;2000 - 2100;14;21;0;0;14;21;5;7;0;0;0;0;0;0;12;1;0
LAX;Tom Bradley International Terminal;6/15/2019;0000 - 0100;12;55;18;70;15;70;246;125;30;7;4;0;0;14;426;3;14
LAX;Tom Bradley International Terminal;6/15/2019;0500 - 0600;11;26;17;32;14;32;152;73;5;0;0;0;0;8;238;1;20
LAX;Tom Bradley International Terminal;6/15/2019;0600 - 0700;11;58;29;79;24;79;1188;1055;323;291;200;0;0;95;3152;10;24
LAX;Tom Bradley International Terminal;6/15/2019;0700 - 0800;9;42;18;64;15;64;412;49;46;32;7;0;0;17;563;3;17
LAX;Tom Bradley International Terminal;6/15/2019;0800 - 0900;8;29;14;33;13;33;386;297;7;0;0;0;0;18;708;3;24
LAX;Tom Bradley International Terminal;6/15/2019;0900 - 1000;13;54;21;66;18;66;935;682;191;81;8;0;0;65;1962;7;30
LAX;Tom Bradley International Terminal;6/15/2019;1000 - 1100;16;58;28;67;23;67;441;341;213;116;30;0;0;34;1175;5;25
LAX;Tom Bradley International Terminal;6/15/2019;1100 - 1200;14;58;22;66;18;66;627;557;165;58;11;0;0;43;1461;6;25
LAX;Tom Bradley International Terminal;6/15/2019;1200 - 1300;12;75;30;94;24;94;1091;661;387;173;180;5;0;72;2569;10;28
LAX;Tom Bradley International Terminal;6/15/2019;1300 - 1400;16;91;34;98;24;98;1015;751;309;126;198;18;0;83;2500;9;31
LAX;Tom Bradley International Terminal;6/15/2019;1400 - 1500;22;110;47;110;35;110;571;928;412;79;278;224;0;66;2558;10;34
LAX;Tom Bradley International Terminal;6/15/2019;1500 - 1600;16;88;36;93;27;93;648;458;98;61;243;16;0;48;1572;6;36
LAX;Tom Bradley International Terminal;6/15/2019;1600 - 1700;16;59;43;108;29;108;991;590;399;123;367;73;0;80;2623;9;31
LAX;Tom Bradley International Terminal;6/15/2019;1700 - 1800;9;61;28;86;16;86;1046;162;45;51;136;0;0;44;1484;6;27
LAX;Tom Bradley International Terminal;6/15/2019;1800 - 1900;16;61;28;99;22;99;890;270;212;92;106;15;0;49;1634;8;24
LAX;Tom Bradley International Terminal;6/15/2019;1900 - 2000;18;88;42;114;29;114;653;678;155;62;170;104;0;56;1878;7;27
LAX;Tom Bradley International Terminal;6/15/2019;2000 - 2100;20;159;63;161;37;161;552;523;129;43;124;82;116;48;1617;7;22
LAX;Tom Bradley International Terminal;6/15/2019;2100 - 2200;20;149;48;150;33;150;485;403;41;48;40;29;118;39;1203;7;17
LAX;Tom Bradley International Terminal;6/15/2019;2200 - 2300;19;157;54;160;32;160;564;254;20;21;32;40;116;35;1082;7;16
LAX;Tom Bradley International Terminal;6/15/2019;2300 - 0000;22;82;38;114;27;114;102;382;88;18;33;17;0;18;658;7;11
LAX;Satellite 2;6/16/2019;0600 - 0700;12;23;0;0;12;23;10;5;0;0;0;0;0;2;17;2;0
LAX;Satellite 2;6/16/2019;0900 - 1000;10;21;13;30;12;30;124;58;0;0;0;0;0;5;187;1;3
LAX;Satellite 2;6/16/2019;1000 - 1100;6;11;10;25;8;25;69;9;0;0;0;0;0;4;82;1;3
LAX;Satellite 2;6/16/2019;1100 - 1200;7;20;13;28;11;28;100;30;0;0;0;0;0;5;135;1;5
LAX;Satellite 2;6/16/2019;1200 - 1300;15;56;21;54;17;56;284;218;59;14;0;0;0;18;593;3;4
LAX;Satellite 2;6/16/2019;1300 - 1400;14;31;18;31;16;31;77;72;2;0;0;0;0;5;156;1;5
LAX;Satellite 2;6/16/2019;1400 - 1500;9;17;10;15;9;17;146;5;0;0;0;0;0;5;156;1;4
LAX;Satellite 2;6/16/2019;1600 - 1700;15;75;20;77;17;77;287;170;33;24;14;0;0;14;542;3;6
LAX;Satellite 2;6/16/2019;1700 - 1800;8;17;11;15;8;17;140;5;0;0;0;0;0;5;150;1;3
LAX;Satellite 2;6/16/2019;1800 - 1900;14;40;16;40;14;40;360;169;52;0;0;0;0;17;598;4;6
LAX;Satellite 5;6/16/2019;1400 - 1500;17;21;0;0;17;21;5;12;0;0;0;0;0;0;17;2;1
LAX;Satellite 7;6/16/2019;1000 - 1100;12;38;15;38;12;38;282;87;23;0;0;0;0;7;399;2;8
LAX;Satellite 7;6/16/2019;1100 - 1200;8;16;8;17;8;17;157;5;0;0;0;0;0;5;167;1;5
LAX;Satellite 7;6/16/2019;1300 - 1400;9;19;10;19;9;19;142;21;0;0;0;0;0;0;163;1;4
LAX;Satellite 7;6/16/2019;1400 - 1500;11;20;10;16;11;20;135;30;0;0;0;0;0;6;171;1;4
LAX;Satellite 7;6/16/2019;1500 - 1600;8;17;10;19;8;19;299;16;0;0;0;0;0;14;329;2;4
LAX;Satellite 7;6/16/2019;1600 - 1700;13;45;23;64;16;64;415;219;78;15;6;0;0;19;752;4;8
LAX;Satellite 7;6/16/2019;1700 - 1800;16;55;27;54;17;55;359;227;67;21;0;0;0;23;697;5;6
LAX;Satellite 7;6/16/2019;1800 - 1900;12;26;15;26;12;26;105;60;0;0;0;0;0;6;171;1;4
LAX;Satellite 7;6/16/2019;2000 - 2100;27;32;0;0;27;32;0;6;4;0;0;0;0;1;11;1;0
LAX;Terminal 4;6/16/2019;0500 - 0600;14;18;0;0;14;18;4;2;0;0;0;0;0;1;7;1;0
LAX;Terminal 4;6/16/2019;1000 - 1100;11;48;25;76;18;76;176;43;10;6;22;0;0;8;265;1;4
LAX;Terminal 4;6/16/2019;1200 - 1300;22;40;37;77;29;77;4;156;19;9;22;0;0;7;217;1;5
LAX;Terminal 4;6/16/2019;1400 - 1500;24;66;35;85;30;85;29;156;62;14;24;0;0;9;294;3;7
LAX;Terminal 4;6/16/2019;1600 - 1700;12;58;25;62;17;62;186;29;14;31;5;0;0;7;272;2;6
LAX;Terminal 4;6/16/2019;2000 - 2100;27;38;0;0;27;38;1;14;11;0;0;0;0;1;27;1;0
LAX;Tom Bradley International Terminal;6/16/2019;0000 - 0100;12;58;22;57;16;58;102;8;8;16;0;0;0;5;139;1;9
LAX;Tom Bradley International Terminal;6/16/2019;0500 - 0600;29;67;38;65;34;67;69;134;210;110;10;0;0;17;550;2;25
LAX;Tom Bradley International Terminal;6/16/2019;0600 - 0700;10;37;26;79;22;79;858;524;233;154;102;0;0;50;1921;6;24
LAX;Tom Bradley International Terminal;6/16/2019;0700 - 0800;10;39;16;45;15;45;530;249;110;0;0;0;0;24;913;4;20
LAX;Tom Bradley International Terminal;6/16/2019;0800 - 0900;8;30;11;30;10;30;569;153;0;0;0;0;0;28;750;4;16
LAX;Tom Bradley International Terminal;6/16/2019;0900 - 1000;16;62;19;62;17;62;723;575;134;45;3;0;0;42;1522;6;28
LAX;Tom Bradley International Terminal;6/16/2019;1000 - 1100;13;40;17;54;15;54;927;569;155;22;0;0;0;54;1727;7;24
LAX;Tom Bradley International Terminal;6/16/2019;1100 - 1200;9;39;16;49;14;49;704;347;95;10;0;0;0;31;1187;5;25
LAX;Tom Bradley International Terminal;6/16/2019;1200 - 1300;9;34;16;43;13;43;1250;461;100;0;0;0;0;47;1858;8;28
LAX;Tom Bradley International Terminal;6/16/2019;1300 - 1400;8;24;12;33;10;33;894;170;4;0;0;0;0;31;1099;4;25
LAX;Tom Bradley International Terminal;6/16/2019;1400 - 1500;25;95;30;92;28;95;680;1081;643;282;137;3;0;86;2912;10;32
LAX;Tom Bradley International Terminal;6/16/2019;1500 - 1600;14;61;23;65;19;65;815;346;168;149;18;0;0;45;1541;6;34
LAX;Tom Bradley International Terminal;6/16/2019;1600 - 1700;9;56;15;56;11;56;1291;422;44;5;0;0;0;46;1808;7;33
LAX;Tom Bradley International Terminal;6/16/2019;1700 - 1800;11;45;16;44;13;45;1299;685;113;0;0;0;0;73;2170;8;30
LAX;Tom Bradley International Terminal;6/16/2019;1800 - 1900;10;35;12;38;11;38;1463;539;20;0;0;0;0;60;2082;10;23
LAX;Tom Bradley International Terminal;6/16/2019;1900 - 2000;17;65;19;65;18;65;945;838;169;60;9;0;0;63;2084;7;34
LAX;Tom Bradley International Terminal;6/16/2019;2000 - 2100;21;50;24;52;22;52;542;862;358;23;0;0;0;55;1840;9;24
LAX;Tom Bradley International Terminal;6/16/2019;2100 - 2200;8;35;12;42;10;42;550;134;4;0;0;0;0;23;711;4;23
LAX;Tom Bradley International Terminal;6/16/2019;2200 - 2300;13;40;14;40;14;40;634;424;65;0;0;0;0;31;1154;8;18
LAX;Tom Bradley International Terminal;6/16/2019;2300 - 0000;12;28;15;28;12;28;257;165;0;0;0;0;0;15;437;3;14
LAX;Satellite 2;6/17/2019;0500 - 0600;26;34;0;0;26;34;0;9;2;0;0;0;0;0;11;1;0
LAX;Satellite 2;6/17/2019;1000 - 1100;20;33;21;40;21;40;87;156;48;0;0;0;0;9;300;3;4
LAX;Satellite 2;6/17/2019;1100 - 1200;26;104;37;107;31;107;183;196;68;65;82;13;0;21;628;4;4
LAX;Satellite 2;6/17/2019;1200 - 1300;31;90;53;90;43;90;26;29;67;21;44;0;0;6;193;1;4
LAX;Satellite 2;6/17/2019;1300 - 1400;16;49;24;51;19;51;71;90;8;8;0;0;0;6;183;1;5
LAX;Satellite 2;6/17/2019;1400 - 1500;10;20;12;20;10;20;124;34;0;0;0;0;0;1;159;1;6
LAX;Satellite 2;6/17/2019;1500 - 1600;10;18;15;32;12;32;110;42;2;0;0;0;0;5;159;1;3
LAX;Satellite 2;6/17/2019;1600 - 1700;9;27;10;19;9;27;142;16;0;0;0;0;0;3;161;1;4
LAX;Satellite 2;6/17/2019;1700 - 1800;19;48;30;73;24;73;159;133;85;35;17;0;0;15;444;3;6
LAX;Satellite 2;6/17/2019;1800 - 1900;31;71;45;79;35;79;143;37;196;151;37;0;0;17;581;3;7
LAX;Satellite 7;6/17/2019;1000 - 1100;8;34;9;34;8;34;142;22;6;0;0;0;0;4;174;1;7
LAX;Satellite 7;6/17/2019;1100 - 1200;9;24;11;24;9;24;145;26;0;0;0;0;0;6;177;1;5
LAX;Satellite 7;6/17/2019;1400 - 1500;10;22;11;19;10;22;248;62;0;0;0;0;0;12;322;2;3
LAX;Satellite 7;6/17/2019;1600 - 1700;11;33;26;95;16;95;333;117;14;11;12;7;0;12;506;3;5
LAX;Satellite 7;6/17/2019;1700 - 1800;16;91;30;88;19;91;298;209;17;16;29;1;0;20;590;4;5
LAX;Satellite 7;6/17/2019;1900 - 2000;35;48;0;0;35;48;0;11;20;7;0;0;0;2;40;2;0
LAX;Satellite 7;6/17/2019;2000 - 2100;2;9;0;0;2;9;13;0;0;0;0;0;0;2;15;2;0
LAX;Terminal 4;6/17/2019;1000 - 1100;11;55;20;55;14;55;209;41;17;16;0;0;0;6;289;1;5
LAX;Terminal 4;6/17/2019;1200 - 1300;21;45;31;53;24;53;22;163;32;17;0;0;0;6;240;1;6
LAX;Terminal 4;6/17/2019;1400 - 1500;16;80;32;103;24;103;200;173;76;28;16;17;0;16;526;2;6
LAX;Terminal 4;6/17/2019;1800 - 1900;6;15;0;0;6;15;14;0;0;0;0;0;0;1;15;2;0
LAX;Terminal 4;6/17/2019;2000 - 2100;26;36;0;0;26;36;0;6;2;0;0;0;0;1;9;1;0
LAX;Tom Bradley International Terminal;6/17/2019;0000 - 0100;7;28;10;28;7;28;223;23;0;0;0;0;0;8;254;2;10
LAX;Tom Bradley International Terminal;6/17/2019;0500 - 0600;23;45;37;98;30;98;61;230;145;27;14;8;0;15;500;2;20
LAX;Tom Bradley International Terminal;6/17/2019;0600 - 0700;10;37;27;82;23;82;976;436;179;225;153;0;0;59;2028;6;23
LAX;Tom Bradley International Terminal;6/17/2019;0700 - 0800;11;36;24;73;20;73;388;115;26;32;59;0;0;19;639;3;19
LAX;Tom Bradley International Terminal;6/17/2019;0800 - 0900;9;36;13;37;11;37;513;147;33;0;0;0;0;18;711;3;20
LAX;Tom Bradley International Terminal;6/17/2019;0900 - 1000;9;49;19;53;16;53;1052;280;230;92;0;0;0;47;1701;7;28
LAX;Tom Bradley International Terminal;6/17/2019;1000 - 1100;14;49;22;56;19;56;497;341;141;77;0;0;0;31;1087;5;24
LAX;Tom Bradley International Terminal;6/17/2019;1100 - 1200;8;34;14;39;12;39;561;209;44;0;0;0;0;26;840;4;19
LAX;Tom Bradley International Terminal;6/17/2019;1200 - 1300;11;53;17;57;15;57;1650;766;268;110;0;0;0;77;2871;11;30
LAX;Tom Bradley International Terminal;6/17/2019;1300 - 1400;12;35;19;44;15;44;491;404;95;0;0;0;0;28;1018;4;23
LAX;Tom Bradley International Terminal;6/17/2019;1400 - 1500;15;96;28;105;23;105;1053;770;223;192;171;5;0;84;2498;9;28
LAX;Tom Bradley International Terminal;6/17/2019;1500 - 1600;11;74;31;77;22;77;1088;380;120;279;135;0;0;62;2064;7;30
LAX;Tom Bradley International Terminal;6/17/2019;1600 - 1700;9;44;20;55;16;55;626;275;181;14;0;0;0;33;1129;4;32
LAX;Tom Bradley International Terminal;6/17/2019;1700 - 1800;14;46;19;54;16;54;1089;797;172;24;0;0;0;64;2146;9;29
LAX;Tom Bradley International Terminal;6/17/2019;1800 - 1900;7;36;11;38;9;38;999;232;18;0;0;0;0;37;1286;7;26
LAX;Tom Bradley International Terminal;6/17/2019;1900 - 2000;22;106;35;112;29;112;821;1167;445;150;170;148;0;91;2992;13;21
LAX;Tom Bradley International Terminal;6/17/2019;2000 - 2100;23;122;52;127;34;127;537;679;358;48;64;206;22;70;1984;9;24
LAX;Tom Bradley International Terminal;6/17/2019;2100 - 2200;25;111;37;106;31;111;381;404;97;21;161;47;0;34;1145;7;21
LAX;Tom Bradley International Terminal;6/17/2019;2200 - 2300;15;78;25;80;18;80;515;162;87;23;50;0;0;29;866;6;15
LAX;Tom Bradley International Terminal;6/17/2019;2300 - 0000;14;48;17;49;15;49;397;236;106;4;0;0;0;20;763;6;15
LAX;Satellite 2;6/18/2019;0900 - 1000;12;28;15;30;14;30;91;79;0;0;0;0;0;4;174;1;5
LAX;Satellite 2;6/18/2019;1000 - 1100;4;13;5;13;5;13;63;0;0;0;0;0;0;1;64;1;5
LAX;Satellite 2;6/18/2019;1100 - 1200;12;33;14;41;13;41;292;116;18;0;0;0;0;11;437;3;9
LAX;Satellite 2;6/18/2019;1200 - 1300;16;39;21;41;19;41;70;89;27;0;0;0;0;3;189;1;10
LAX;Satellite 2;6/18/2019;1300 - 1400;9;20;9;21;9;21;158;31;0;0;0;0;0;1;190;1;11
LAX;Satellite 2;6/18/2019;1400 - 1500;10;19;10;10;10;19;139;19;0;0;0;0;0;2;160;1;4
LAX;Satellite 2;6/18/2019;1500 - 1600;10;27;16;39;14;39;131;59;25;0;0;0;0;6;221;1;6
LAX;Satellite 2;6/18/2019;1600 - 1700;8;27;14;29;10;29;240;68;0;0;0;0;0;9;317;2;7
LAX;Satellite 2;6/18/2019;1700 - 1800;17;44;36;62;24;62;154;140;113;36;5;0;0;14;462;4;7
LAX;Satellite 2;6/18/2019;1800 - 1900;12;28;17;37;14;37;217;135;23;0;0;0;0;12;387;2;7
LAX;Satellite 2;6/18/2019;2100 - 2200;39;62;0;0;39;62;0;6;5;3;3;0;0;1;18;1;0
LAX;Satellite 7;6/18/2019;1000 - 1100;12;43;21;52;14;52;235;61;23;12;0;0;0;10;341;2;5
LAX;Satellite 7;6/18/2019;1400 - 1500;10;25;13;25;11;25;375;94;0;0;0;0;0;18;487;3;5
LAX;Satellite 7;6/18/2019;1600 - 1700;12;30;15;43;13;43;332;179;19;0;0;0;0;17;547;3;6
LAX;Satellite 7;6/18/2019;1700 - 1800;13;44;20;46;15;46;269;185;28;1;0;0;0;13;496;3;7
LAX;Satellite 7;6/18/2019;1900 - 2000;22;29;0;0;22;29;2;3;0;0;0;0;0;1;6;1;0
LAX;Satellite 7;6/18/2019;2000 - 2100;1;2;0;0;1;2;8;0;0;0;0;0;0;1;9;1;0
LAX;Terminal 4;6/18/2019;0600 - 0700;19;32;0;0;19;32;8;16;2;0;0;0;0;1;27;1;0
LAX;Terminal 4;6/18/2019;1200 - 1300;21;28;0;0;21;28;0;13;0;0;0;0;0;0;13;1;0
LAX;Terminal 4;6/18/2019;1300 - 1400;17;32;0;0;17;32;13;8;3;0;0;0;0;1;25;2;0
LAX;Terminal 4;6/18/2019;1400 - 1500;22;51;33;65;30;65;35;99;87;18;7;0;0;8;254;2;6
LAX;Terminal 4;6/18/2019;1600 - 1700;10;50;23;61;14;61;195;37;17;11;2;0;0;8;270;2;4
LAX;Tom Bradley International Terminal;6/18/2019;0500 - 0600;23;44;27;88;25;88;167;87;137;13;29;0;0;14;447;2;13
LAX;Tom Bradley International Terminal;6/18/2019;0600 - 0700;16;63;41;118;33;118;818;920;197;71;232;239;0;74;2551;9;30
LAX;Tom Bradley International Terminal;6/18/2019;0700 - 0800;10;26;42;98;32;98;219;82;10;4;74;36;0;12;437;2;21
LAX;Tom Bradley International Terminal;6/18/2019;0800 - 0900;8;38;17;39;13;39;176;51;28;0;0;0;0;11;266;2;12
LAX;Tom Bradley International Terminal;6/18/2019;0900 - 1000;8;42;12;48;11;48;893;326;61;3;0;0;0;35;1318;5;26
LAX;Tom Bradley International Terminal;6/18/2019;1000 - 1100;9;31;16;45;13;45;880;283;124;0;0;0;0;45;1332;6;24
LAX;Tom Bradley International Terminal;6/18/2019;1100 - 1200;10;49;16;50;14;50;653;365;36;9;0;0;0;27;1090;5;21
LAX;Tom Bradley International Terminal;6/18/2019;1200 - 1300;14;59;19;64;17;64;1212;580;391;52;2;0;0;80;2317;10;24
LAX;Tom Bradley International Terminal;6/18/2019;1300 - 1400;23;52;26;60;24;60;426;899;380;117;0;0;0;53;1875;7;20
LAX;Tom Bradley International Terminal;6/18/2019;1400 - 1500;26;93;37;105;31;105;602;705;547;243;268;18;0;79;2462;9;25
LAX;Tom Bradley International Terminal;6/18/2019;1500 - 1600;14;96;44;96;32;96;621;555;139;61;445;16;0;86;1923;7;29
LAX;Tom Bradley International Terminal;6/18/2019;1600 - 1700;14;53;25;65;18;65;729;669;148;48;19;0;0;48;1661;7;32
LAX;Tom Bradley International Terminal;6/18/2019;1700 - 1800;14;36;17;37;15;37;824;764;72;0;0;0;0;48;1708;6;27
LAX;Tom Bradley International Terminal;6/18/2019;1800 - 1900;12;37;15;40;13;40;892;486;50;0;0;0;0;42;1470;9;25
LAX;Tom Bradley International Terminal;6/18/2019;1900 - 2000;17;62;25;63;21;63;557;580;248;72;17;0;0;44;1518;7;31
LAX;Tom Bradley International Terminal;6/18/2019;2000 - 2100;18;45;18;53;18;53;531;563;145;5;0;0;0;44;1288;8;18
LAX;Tom Bradley International Terminal;6/18/2019;2100 - 2200;20;86;36;95;27;95;645;620;234;124;209;6;0;87;1925;9;22
LAX;Tom Bradley International Terminal;6/18/2019;2200 - 2300;25;85;41;95;32;95;162;377;49;29;157;2;0;23;799;6;12
LAX;Tom Bradley International Terminal;6/18/2019;2300 - 0000;24;75;32;75;27;75;186;304;78;105;33;0;0;19;725;5;12
LAX;Satellite 2;6/19/2019;0000 - 0100;1;2;0;0;1;2;8;0;0;0;0;0;0;1;9;1;0
LAX;Satellite 2;6/19/2019;0500 - 0600;8;12;0;0;8;12;8;0;0;0;0;0;0;1;9;1;0
LAX;Satellite 2;6/19/2019;0900 - 1000;11;29;13;32;13;32;95;42;3;0;0;0;0;5;145;1;4
LAX;Satellite 2;6/19/2019;1000 - 1100;3;10;7;12;6;12;69;0;0;0;0;0;0;2;71;1;4
LAX;Satellite 2;6/19/2019;1100 - 1200;10;25;13;26;12;26;184;66;0;0;0;0;0;8;258;2;7
LAX;Satellite 2;6/19/2019;1200 - 1300;13;45;19;45;16;45;284;222;56;0;0;0;0;16;578;3;9
LAX;Satellite 2;6/19/2019;1400 - 1500;8;19;12;18;8;19;137;9;0;0;0;0;0;5;151;1;3
LAX;Satellite 2;6/19/2019;1600 - 1700;10;24;13;30;11;30;226;67;0;0;0;0;0;7;300;2;4
LAX;Satellite 2;6/19/2019;1700 - 1800;10;43;18;40;13;43;262;120;27;0;0;0;0;12;421;3;5
LAX;Satellite 2;6/19/2019;1800 - 1900;12;30;18;35;14;35;232;155;14;0;0;0;0;8;409;3;5
LAX;Satellite 2;6/19/2019;1900 - 2000;7;22;10;23;8;23;136;29;0;0;0;0;0;5;170;1;5
LAX;Satellite 5;6/19/2019;2300 - 0000;0;0;39;49;39;49;0;1;2;2;0;0;0;1;6;1;1
LAX;Satellite 7;6/19/2019;0600 - 0700;13;16;0;0;13;16;8;2;0;0;0;0;0;0;10;1;0
LAX;Satellite 7;6/19/2019;1000 - 1100;12;29;15;39;12;39;226;89;8;0;0;0;0;9;332;2;4
LAX;Satellite 7;6/19/2019;1200 - 1300;9;13;0;0;9;13;7;0;0;0;0;0;0;0;7;1;0
LAX;Satellite 7;6/19/2019;1400 - 1500;12;21;12;20;12;21;128;30;0;0;0;0;0;5;163;1;2
LAX;Satellite 7;6/19/2019;1500 - 1600;10;23;11;23;10;23;211;63;0;0;0;0;0;9;283;2;3
LAX;Satellite 7;6/19/2019;1600 - 1700;10;72;23;74;15;74;361;180;35;10;13;0;0;19;618;3;6
LAX;Satellite 7;6/19/2019;1700 - 1800;18;92;35;93;22;93;200;258;56;14;25;7;0;18;578;4;6
LAX;Satellite 7;6/19/2019;1900 - 2000;8;13;0;0;8;13;9;0;0;0;0;0;0;2;11;1;0
LAX;Satellite 7;6/19/2019;2000 - 2100;9;16;0;0;9;16;9;1;0;0;0;0;0;2;12;1;0
LAX;Terminal 4;6/19/2019;1000 - 1100;24;40;32;55;28;55;30;145;62;26;0;0;0;9;272;1;5
LAX;Terminal 4;6/19/2019;1300 - 1400;11;27;23;52;16;52;263;153;40;19;0;0;0;11;486;2;6
LAX;Terminal 4;6/19/2019;1400 - 1500;21;60;31;65;27;65;37;126;31;23;9;0;0;7;233;1;6
LAX;Terminal 4;6/19/2019;1700 - 1800;8;38;17;39;11;39;176;39;13;0;0;0;0;8;236;1;6
LAX;Terminal 4;6/19/2019;2000 - 2100;18;27;0;0;18;27;3;12;0;0;0;0;0;0;15;1;0
LAX;Tom Bradley International Terminal;6/19/2019;0500 - 0600;11;45;16;45;14;45;260;207;28;0;0;0;0;17;512;2;17
LAX;Tom Bradley International Terminal;6/19/2019;0600 - 0700;9;47;24;66;20;66;819;386;131;160;26;0;0;48;1570;6;20
LAX;Tom Bradley International Terminal;6/19/2019;0700 - 0800;6;33;15;47;11;47;209;65;23;3;0;0;0;10;310;2;13
LAX;Tom Bradley International Terminal;6/19/2019;0800 - 0900;12;35;18;44;16;44;410;286;102;0;0;0;0;23;821;4;18
LAX;Tom Bradley International Terminal;6/19/2019;0900 - 1000;11;80;22;94;19;94;990;426;310;84;70;7;0;56;1943;7;24
LAX;Tom Bradley International Terminal;6/19/2019;1000 - 1100;14;76;27;90;22;90;547;234;116;85;77;0;0;34;1093;5;20
LAX;Tom Bradley International Terminal;6/19/2019;1100 - 1200;9;78;30;97;22;97;843;199;108;101;153;4;0;47;1455;6;22
LAX;Tom Bradley International Terminal;6/19/2019;1200 - 1300;10;101;43;125;32;125;1054;574;151;31;336;224;6;75;2451;10;26
LAX;Tom Bradley International Terminal;6/19/2019;1300 - 1400;13;108;43;120;26;120;917;185;34;68;42;182;0;61;1489;5;22
LAX;Tom Bradley International Terminal;6/19/2019;1400 - 1500;18;112;46;123;33;123;676;681;278;58;175;225;2;64;2159;9;38
