Airport;Terminal;Date;Hour;U.S. Citizen;;Non U.S. Citizen;;All;;;;;;;;;;;;
;;;;;;;;Wait Times;;Number Of Passengers Time Interval;;;;;;;;;;
;;;;Average Wait;Max Wait;Average Wait;Max Wait;Average Wait;Max Wait;0-15;16-30;31-45;46-60;61-90;91-120;120 plus;Excluded;Total;Flights;Booths
;;;;Time;Time;Time;Time;Time;Time;;;;;;;;;;;
LAX;Satellite 7;9/25/2019;1600 - 1700;17;58;30;77;25;77;110;249;57;36;16;0;0;13;481;2;7
LAX;Satellite 7;9/25/2019;1800 - 1900;15;21;0;0;15;21;3;5;0;0;0;0;0;0;8;1;0
LAX;Satellite 7;9/25/2019;2000 - 2100;23;27;0;0;23;27;0;13;0;0;0;0;0;2;15;2;0
LAX;Terminal 4;9/25/2019;0000 - 0100;5;37;20;58;17;58;176;17;42;38;0;0;0;7;280;1;7
LAX;Terminal 4;9/25/2019;0600 - 0700;14;18;0;0;14;18;6;6;0;0;0;0;0;0;12;1;0
LAX;Terminal 4;9/25/2019;1000 - 1100;12;48;21;54;17;54;167;46;28;17;0;0;0;8;266;1;6
LAX;Terminal 4;9/25/2019;1200 - 1300;8;37;21;46;15;46;136;50;28;5;0;0;0;4;223;1;7
LAX;Terminal 4;9/25/2019;1300 - 1400;8;31;21;52;16;52;165;77;19;20;0;0;0;9;290;1;6
LAX;Terminal 4;9/25/2019;1600 - 1700;9;40;25;56;17;56;167;58;26;30;0;0;0;7;288;1;5
LAX;Terminal 4;9/25/2019;1700 - 1800;16;28;0;0;16;28;3;3;0;0;0;0;0;1;7;1;0
LAX;Terminal 4;9/25/2019;1800 - 1900;15;16;0;0;15;16;4;3;0;0;0;0;0;0;7;1;0
LAX;Terminal 4;9/25/2019;2000 - 2100;16;26;0;0;16;26;8;5;0;0;0;0;0;0;13;1;0
LAX;Tom Bradley International Terminal;9/25/2019;0000 - 0100;9;53;12;64;11;64;3327;954;233;68;4;0;0;150;4737;24;35
LAX;Tom Bradley International Terminal;9/25/2019;0500 - 0600;19;37;27;68;23;68;98;314;85;25;2;0;0;16;540;2;18
LAX;Tom Bradley International Terminal;9/25/2019;0600 - 0700;12;49;28;71;24;71;870;507;181;256;113;0;0;60;1987;8;25
LAX;Tom Bradley International Terminal;9/25/2019;0700 - 0800;6;34;15;44;12;44;262;103;31;0;0;0;0;10;406;2;22
LAX;Tom Bradley International Terminal;9/25/2019;0800 - 0900;5;16;9;20;7;20;104;13;0;0;0;0;0;4;121;1;10
LAX;Tom Bradley International Terminal;9/25/2019;0900 - 1000;12;54;22;57;19;57;917;482;246;186;0;0;0;53;1884;6;35
LAX;Tom Bradley International Terminal;9/25/2019;1000 - 1100;6;24;13;32;10;32;518;172;7;0;0;0;0;22;719;3;29
LAX;Tom Bradley International Terminal;9/25/2019;1100 - 1200;8;58;13;53;12;58;706;222;42;17;0;0;0;31;1018;4;28
LAX;Tom Bradley International Terminal;9/25/2019;1200 - 1300;8;48;21;58;17;58;1040;506;325;40;0;0;0;58;1969;8;33
LAX;Tom Bradley International Terminal;9/25/2019;1300 - 1400;9;44;16;43;12;44;687;347;54;0;0;0;0;36;1124;4;33
LAX;Tom Bradley International Terminal;9/25/2019;1400 - 1500;11;39;19;49;16;49;811;561;172;6;0;0;0;51;1601;6;33
LAX;Tom Bradley International Terminal;9/25/2019;1500 - 1600;7;34;16;49;12;49;995;365;89;4;0;0;0;40;1493;5;34
LAX;Tom Bradley International Terminal;9/25/2019;1600 - 1700;8;40;12;39;10;40;1413;411;27;0;0;0;0;51;1902;8;43
LAX;Tom Bradley International Terminal;9/25/2019;1700 - 1800;11;35;17;43;14;43;801;448;69;0;0;0;0;40;1358;5;31
LAX;Tom Bradley International Terminal;9/25/2019;1800 - 1900;14;67;22;73;18;73;884;487;244;62;26;0;0;51;1754;6;31
LAX;Tom Bradley International Terminal;9/25/2019;1900 - 2000;18;80;25;116;22;116;489;594;173;85;22;4;0;43;1410;6;27
LAX;Tom Bradley International Terminal;9/25/2019;2000 - 2100;17;72;28;76;22;76;382;312;113;91;27;0;0;35;960;4;29
LAX;Tom Bradley International Terminal;9/25/2019;2100 - 2200;8;31;13;33;11;33;329;115;6;0;0;0;0;15;465;3;15
LAX;Tom Bradley International Terminal;9/25/2019;2200 - 2300;11;35;13;35;12;35;142;44;2;0;0;0;0;6;194;2;12
LAX;Tom Bradley International Terminal;9/25/2019;2300 - 0000;10;21;13;21;12;21;80;40;0;0;0;0;0;1;121;1;18
LAX;Satellite 2;9/26/2019;0000 - 0100;7;18;14;24;12;24;105;58;0;0;0;0;0;10;173;2;5
LAX;Satellite 2;9/26/2019;1000 - 1100;6;16;7;20;7;20;175;7;0;0;0;0;0;5;187;2;7
LAX;Satellite 2;9/26/2019;1100 - 1200;12;31;15;32;14;32;143;114;9;0;0;0;0;8;274;2;5
LAX;Satellite 2;9/26/2019;1200 - 1300;8;22;14;30;12;30;220;113;0;0;0;0;0;9;342;2;6
LAX;Satellite 2;9/26/2019;1500 - 1600;11;22;13;22;12;22;169;59;0;0;0;0;0;8;236;2;10
LAX;Satellite 2;9/26/2019;1700 - 1800;9;34;11;21;10;34;252;48;2;0;0;0;0;7;309;4;5
LAX;Satellite 2;9/26/2019;1800 - 1900;5;18;9;18;7;18;101;6;0;0;0;0;0;3;110;1;5
LAX;Satellite 2;9/26/2019;1900 - 2000;10;24;11;24;10;24;187;56;0;0;0;0;0;6;249;1;5
LAX;Satellite 5;9/26/2019;1300 - 1400;10;11;12;12;10;12;5;0;0;0;0;0;0;1;6;1;1
LAX;Satellite 7;9/26/2019;0000 - 0100;0;43;9;43;2;43;602;29;17;0;0;0;0;25;673;7;9
LAX;Satellite 7;9/26/2019;1000 - 1100;8;37;20;49;15;49;234;81;49;5;0;0;0;10;379;2;7
LAX;Satellite 7;9/26/2019;1600 - 1700;10;50;19;55;14;55;294;108;39;13;0;0;0;15;469;2;7
LAX;Satellite 7;9/26/2019;1800 - 1900;13;16;0;0;13;16;6;1;0;0;0;0;0;1;8;1;0
LAX;Terminal 4;9/26/2019;0000 - 0100;1;27;9;52;6;52;421;27;18;10;0;0;0;15;491;2;6
LAX;Terminal 4;9/26/2019;1000 - 1100;10;35;20;48;15;48;159;47;26;7;0;0;0;7;246;1;5
LAX;Terminal 4;9/26/2019;1300 - 1400;10;33;29;78;21;78;166;71;13;24;28;0;0;10;312;2;5
LAX;Terminal 4;9/26/2019;1600 - 1700;8;37;15;43;11;43;212;29;23;0;0;0;0;8;272;1;6
LAX;Tom Bradley International Terminal;9/26/2019;0000 - 0100;8;84;18;87;14;87;2550;670;252;131;136;0;0;120;3863;20;33
LAX;Tom Bradley International Terminal;9/26/2019;0500 - 0600;32;54;38;78;37;78;0;104;245;59;13;0;0;11;432;2;22
LAX;Tom Bradley International Terminal;9/26/2019;0600 - 0700;6;30;32;88;25;88;665;375;106;150;158;0;0;43;1497;5;22
LAX;Tom Bradley International Terminal;9/26/2019;0700 - 0800;8;36;25;76;19;76;499;137;71;37;76;0;0;22;842;4;21
LAX;Tom Bradley International Terminal;9/26/2019;0800 - 0900;6;23;11;33;9;33;363;88;3;0;0;0;0;14;468;3;17
LAX;Tom Bradley International Terminal;9/26/2019;0900 - 1000;8;51;15;55;13;55;1348;445;119;20;0;0;0;64;1996;7;26
LAX;Tom Bradley International Terminal;9/26/2019;1000 - 1100;10;58;22;64;17;64;975;266;193;126;5;0;0;54;1619;7;21
LAX;Tom Bradley International Terminal;9/26/2019;1100 - 1200;7;63;15;72;13;72;451;120;23;15;10;0;0;18;637;3;26
LAX;Tom Bradley International Terminal;9/26/2019;1200 - 1300;10;65;15;65;13;65;559;239;31;0;5;0;0;25;859;5;24
LAX;Tom Bradley International Terminal;9/26/2019;1300 - 1400;7;38;15;48;11;48;1567;475;79;4;0;0;0;67;2192;7;32
LAX;Tom Bradley International Terminal;9/26/2019;1400 - 1500;9;71;25;71;20;71;630;190;135;103;58;0;0;39;1155;4;30
LAX;Tom Bradley International Terminal;9/26/2019;1500 - 1600;11;88;35;90;24;90;1018;253;67;76;339;0;0;54;1807;7;31
LAX;Tom Bradley International Terminal;9/26/2019;1600 - 1700;8;56;24;66;15;66;1073;229;136;89;44;0;0;61;1632;6;27
LAX;Tom Bradley International Terminal;9/26/2019;1700 - 1800;11;39;18;50;15;50;1283;567;176;20;0;0;0;62;2108;8;30
LAX;Tom Bradley International Terminal;9/26/2019;1800 - 1900;13;57;20;61;18;61;562;456;121;52;1;0;0;36;1228;6;31
LAX;Tom Bradley International Terminal;9/26/2019;1900 - 2000;13;62;17;60;15;62;488;160;131;18;2;0;0;23;822;4;21
LAX;Tom Bradley International Terminal;9/26/2019;2000 - 2100;13;67;21;90;18;90;688;339;91;37;50;0;0;67;1272;6;28
LAX;Tom Bradley International Terminal;9/26/2019;2100 - 2200;15;91;33;100;26;100;464;233;31;26;127;21;0;30;932;5;21
LAX;Tom Bradley International Terminal;9/26/2019;2200 - 2300;21;70;23;75;23;75;67;22;12;1;18;0;0;4;124;1;10
LAX;Tom Bradley International Terminal;9/26/2019;2300 - 0000;15;41;21;42;18;42;120;136;32;0;0;0;0;9;297;2;11
LAX;Satellite 2;9/27/2019;0000 - 0100;16;51;21;51;20;51;71;88;25;5;0;0;0;4;193;1;4
LAX;Satellite 2;9/27/2019;1000 - 1100;5;12;7;22;6;22;54;6;0;0;0;0;0;3;63;2;2
LAX;Satellite 2;9/27/2019;1100 - 1200;12;59;20;62;17;62;235;135;34;24;4;0;0;14;446;3;6
LAX;Satellite 2;9/27/2019;1200 - 1300;6;47;18;54;13;54;275;46;40;15;0;0;0;11;387;2;6
LAX;Satellite 2;9/27/2019;1500 - 1600;8;21;11;25;10;25;91;27;0;0;0;0;0;4;122;1;5
LAX;Satellite 2;9/27/2019;1600 - 1700;12;42;21;42;17;42;193;150;44;0;0;0;0;5;392;3;9
LAX;Satellite 2;9/27/2019;1700 - 1800;9;19;9;18;9;19;155;10;0;0;0;0;0;4;169;2;5
LAX;Satellite 2;9/27/2019;1800 - 1900;15;32;16;30;15;32;157;141;13;0;0;0;0;8;319;2;3
LAX;Satellite 2;9/27/2019;2100 - 2200;25;26;0;0;25;26;0;5;0;0;0;0;0;1;6;1;0
LAX;Satellite 7;9/27/2019;0000 - 0100;0;20;4;26;1;26;552;18;0;0;0;0;0;17;587;4;7
LAX;Satellite 7;9/27/2019;1600 - 1700;8;36;22;58;15;58;276;142;30;11;0;0;0;14;473;2;7
LAX;Satellite 7;9/27/2019;1800 - 1900;11;19;0;0;11;19;5;3;0;0;0;0;0;1;9;1;0
LAX;Satellite 7;9/27/2019;1900 - 2000;15;16;0;0;15;16;8;3;0;0;0;0;0;0;11;1;0
LAX;Terminal 4;9/27/2019;0000 - 0100;1;28;11;42;9;42;441;63;41;0;0;0;0;16;561;2;7
LAX;Terminal 4;9/27/2019;0600 - 0700;11;20;0;0;11;20;6;1;0;0;0;0;0;1;8;1;0
LAX;Terminal 4;9/27/2019;1000 - 1100;11;53;24;57;16;57;174;39;21;22;0;0;0;7;263;1;7
LAX;Terminal 4;9/27/2019;1200 - 1300;8;26;20;37;15;37;133;58;30;0;0;0;0;7;228;1;7
LAX;Terminal 4;9/27/2019;1300 - 1400;8;27;20;51;16;51;166;81;29;10;0;0;0;9;295;1;7
LAX;Terminal 4;9/27/2019;1600 - 1700;8;44;19;46;15;46;169;94;28;5;0;0;0;7;303;1;7
LAX;Terminal 4;9/27/2019;2000 - 2100;10;13;0;0;10;13;5;0;0;0;0;0;0;1;6;1;0
LAX;Tom Bradley International Terminal;9/27/2019;0000 - 0100;8;60;15;91;12;91;2467;641;202;93;46;1;0;104;3555;21;25
LAX;Tom Bradley International Terminal;9/27/2019;0600 - 0700;6;29;16;47;13;47;1092;308;169;17;0;0;0;40;1626;6;24
LAX;Tom Bradley International Terminal;9/27/2019;0700 - 0800;8;40;18;47;15;47;562;219;135;5;0;0;0;26;947;5;24
LAX;Tom Bradley International Terminal;9/27/2019;0800 - 0900;7;24;13;36;11;36;578;218;15;0;0;0;0;25;836;4;20
LAX;Tom Bradley International Terminal;9/27/2019;0900 - 1000;6;39;15;46;13;46;776;207;131;1;0;0;0;30;1145;5;29
LAX;Tom Bradley International Terminal;9/27/2019;1000 - 1100;5;33;22;69;19;69;823;324;202;130;43;0;0;43;1565;6;33
LAX;Tom Bradley International Terminal;9/27/2019;1100 - 1200;6;62;13;70;11;70;699;243;22;8;3;0;0;29;1004;4;26
LAX;Tom Bradley International Terminal;9/27/2019;1200 - 1300;7;53;20;78;16;78;793;346;122;16;28;0;0;37;1342;6;28
LAX;Tom Bradley International Terminal;9/27/2019;1300 - 1400;8;43;19;48;15;48;947;282;197;12;0;0;0;45;1483;5;32
LAX;Tom Bradley International Terminal;9/27/2019;1400 - 1500;16;62;30;89;24;89;914;610;178;95;243;0;0;63;2103;7;30
LAX;Tom Bradley International Terminal;9/27/2019;1500 - 1600;7;42;35;87;20;87;838;53;37;20;181;0;0;34;1163;4;31
LAX;Tom Bradley International Terminal;9/27/2019;1600 - 1700;8;51;24;68;17;68;1050;247;98;163;55;0;0;50;1663;6;30
LAX;Tom Bradley International Terminal;9/27/2019;1700 - 1800;9;51;25;73;16;73;1470;363;137;157;65;0;0;71;2263;9;28
LAX;Tom Bradley International Terminal;9/27/2019;1800 - 1900;8;26;14;34;11;34;687;265;9;0;0;0;0;31;992;4;25
LAX;Tom Bradley International Terminal;9/27/2019;1900 - 2000;12;56;24;62;20;62;492;487;171;60;4;0;0;37;1251;4;26
LAX;Tom Bradley International Terminal;9/27/2019;2000 - 2100;12;47;19;56;16;56;511;211;72;42;0;0;0;29;865;4;23
LAX;Tom Bradley International Terminal;9/27/2019;2100 - 2200;12;67;28;68;22;68;429;394;122;118;19;0;0;33;1115;5;24
LAX;Tom Bradley International Terminal;9/27/2019;2200 - 2300;18;47;21;49;20;49;81;32;23;14;0;0;0;5;155;1;17
LAX;Tom Bradley International Terminal;9/27/2019;2300 - 0000;22;70;29;82;26;82;206;103;91;74;29;0;0;17;520;4;17
LAX;Satellite 2;9/28/2019;0000 - 0100;14;31;18;53;18;53;87;52;10;15;0;0;0;11;175;2;4
LAX;Satellite 2;9/28/2019;1000 - 1100;6;10;9;17;8;17;51;7;0;0;0;0;0;2;60;2;2
LAX;Satellite 2;9/28/2019;1100 - 1200;14;60;21;64;18;64;243;158;45;17;6;0;0;15;484;3;5
LAX;Satellite 2;9/28/2019;1200 - 1300;13;80;27;82;22;82;207;136;17;22;41;0;0;14;437;2;6
LAX;Satellite 2;9/28/2019;1500 - 1600;12;29;14;30;13;30;73;34;0;0;0;0;0;4;111;1;3
LAX;Satellite 2;9/28/2019;1600 - 1700;11;25;15;25;11;25;118;37;0;0;0;0;0;3;158;1;6
LAX;Satellite 2;9/28/2019;1700 - 1800;8;24;9;15;8;24;155;7;0;0;0;0;0;5;167;2;4
LAX;Satellite 2;9/28/2019;1800 - 1900;12;28;13;28;12;28;355;182;0;0;0;0;0;15;552;4;6
LAX;Satellite 7;9/28/2019;0000 - 0100;2;53;7;51;3;53;1098;66;15;12;0;0;0;37;1228;8;7
LAX;Satellite 7;9/28/2019;1000 - 1100;5;22;10;23;7;23;129;13;0;0;0;0;0;5;147;1;5
LAX;Satellite 7;9/28/2019;1600 - 1700;16;47;29;76;22;76;166;202;46;18;19;0;0;14;465;2;6
LAX;Satellite 7;9/28/2019;2000 - 2100;30;37;0;0;30;37;0;12;5;0;0;0;0;2;19;2;0
LAX;Terminal 4;9/28/2019;0000 - 0100;3;26;11;38;9;38;229;30;15;0;0;0;0;8;282;1;5
LAX;Terminal 4;9/28/2019;0600 - 0700;8;10;0;0;8;10;6;0;0;0;0;0;0;0;6;1;0
LAX;Terminal 4;9/28/2019;1000 - 1100;11;56;27;58;20;58;154;48;35;34;0;0;0;7;278;1;6
LAX;Terminal 4;9/28/2019;1200 - 1300;10;45;26;56;19;56;149;39;28;31;0;0;0;6;253;1;6
LAX;Terminal 4;9/28/2019;1400 - 1500;8;37;19;40;15;40;167;78;39;0;0;0;0;7;291;1;6
LAX;Terminal 4;9/28/2019;1600 - 1700;7;40;19;46;14;46;163;75;27;2;0;0;0;8;275;1;5
LAX;Terminal 4;9/28/2019;1700 - 1800;16;31;0;0;16;31;15;7;2;0;0;0;0;0;24;1;0
LAX;Terminal 4;9/28/2019;2100 - 2200;17;32;0;0;17;32;6;2;2;0;0;0;0;0;10;1;0
LAX;Tom Bradley International Terminal;9/28/2019;0000 - 0100;8;80;18;95;13;95;3457;973;367;217;110;9;0;166;5300;27;32
LAX;Tom Bradley International Terminal;9/28/2019;0500 - 0600;3;16;11;27;8;27;211;45;0;0;0;0;0;8;264;1;17
LAX;Tom Bradley International Terminal;9/28/2019;0600 - 0700;9;62;27;76;22;76;1110;471;210;160;190;0;0;66;2207;8;26
LAX;Tom Bradley International Terminal;9/28/2019;0700 - 0800;7;36;24;52;19;52;251;60;53;62;0;0;0;10;436;2;25
LAX;Tom Bradley International Terminal;9/28/2019;0800 - 0900;8;33;14;40;13;40;734;275;58;0;0;0;0;38;1105;5;20
LAX;Tom Bradley International Terminal;9/28/2019;0900 - 1000;8;25;14;35;13;35;496;258;23;0;0;0;0;23;800;3;25
LAX;Tom Bradley International Terminal;9/28/2019;1000 - 1100;9;91;16;91;14;91;1213;526;157;12;3;2;0;68;1981;7;33
LAX;Tom Bradley International Terminal;9/28/2019;1100 - 1200;10;81;17;98;15;98;795;309;87;7;30;3;0;39;1270;6;23
LAX;Tom Bradley International Terminal;9/28/2019;1200 - 1300;7;40;18;54;14;54;944;327;217;19;0;0;0;41;1548;6;34
LAX;Tom Bradley International Terminal;9/28/2019;1300 - 1400;8;30;19;45;13;45;570;151;96;0;0;0;0;21;838;3;25
LAX;Tom Bradley International Terminal;9/28/2019;1400 - 1500;16;98;28;97;23;98;1071;840;392;183;158;6;0;82;2732;9;31
LAX;Tom Bradley International Terminal;9/28/2019;1500 - 1600;10;122;37;125;26;125;553;337;45;90;188;13;3;36;1265;4;33
LAX;Tom Bradley International Terminal;9/28/2019;1600 - 1700;15;71;33;77;21;77;1022;709;165;180;137;0;0;67;2280;9;29
LAX;Tom Bradley International Terminal;9/28/2019;1700 - 1800;13;71;27;82;21;82;716;405;67;88;105;0;0;42;1423;6;22
LAX;Tom Bradley International Terminal;9/28/2019;1800 - 1900;7;60;20;65;13;65;1050;122;60;92;20;0;0;41;1385;6;22
LAX;Tom Bradley International Terminal;9/28/2019;1900 - 2000;11;58;20;61;16;61;818;443;120;105;2;0;0;48;1536;5;26
LAX;Tom Bradley International Terminal;9/28/2019;2000 - 2100;11;47;24;54;17;54;546;254;149;19;0;0;0;30;998;5;30
LAX;Tom Bradley International Terminal;9/28/2019;2100 - 2200;13;54;31;85;24;85;336;151;70;48;75;0;0;19;699;3;21
LAX;Tom Bradley International Terminal;9/28/2019;2200 - 2300;7;39;21;60;13;60;477;67;30;46;0;0;0;18;638;4;21
LAX;Tom Bradley International Terminal;9/28/2019;2300 - 0000;12;27;15;29;13;29;167;103;0;0;0;0;0;9;279;2;9
LAX;Satellite 2;9/29/2019;0000 - 0100;14;39;20;42;18;42;81;72;23;0;0;0;0;23;199;2;3
LAX;Satellite 2;9/29/2019;1000 - 1100;14;38;16;37;15;38;150;97;14;0;0;0;0;6;267;3;6
LAX;Satellite 2;9/29/2019;1100 - 1200;9;29;12;29;10;29;223;85;0;0;0;0;0;10;318;2;5
LAX;Satellite 2;9/29/2019;1200 - 1300;12;37;17;38;15;38;239;147;37;0;0;0;0;8;431;2;6
LAX;Satellite 2;9/29/2019;1500 - 1600;13;39;13;29;13;39;198;101;8;0;0;0;0;9;316;2;5
LAX;Satellite 2;9/29/2019;1600 - 1700;15;54;35;67;33;67;44;79;54;45;24;0;0;8;254;1;9
LAX;Satellite 2;9/29/2019;1700 - 1800;11;35;11;18;11;35;159;25;13;0;0;0;0;6;203;3;4
LAX;Satellite 2;9/29/2019;1800 - 1900;12;31;14;30;13;31;215;143;2;0;0;0;0;12;372;2;6
LAX;Satellite 2;9/29/2019;1900 - 2000;10;21;0;0;10;21;12;8;0;0;0;0;0;2;22;1;0
LAX;Satellite 2;9/29/2019;2200 - 2300;23;24;0;0;23;24;0;7;0;0;0;0;0;0;7;1;0
LAX;Satellite 5;9/29/2019;1300 - 1400;0;0;2;4;2;4;8;0;0;0;0;0;0;1;9;1;1
LAX;Satellite 7;9/29/2019;0000 - 0100;0;25;4;43;0;43;526;12;4;0;0;0;0;22;564;5;4
LAX;Satellite 7;9/29/2019;1000 - 1100;23;40;35;61;28;61;0;118;17;15;2;0;0;5;157;1;4
LAX;Satellite 7;9/29/2019;1200 - 1300;10;21;13;21;10;21;139;19;0;0;0;0;0;3;161;1;2
LAX;Satellite 7;9/29/2019;1400 - 1500;6;18;10;21;7;21;86;7;0;0;0;0;0;5;98;1;3
LAX;Satellite 7;9/29/2019;1600 - 1700;13;64;22;82;17;82;241;161;29;21;12;0;0;15;479;2;7
LAX;Satellite 7;9/29/2019;1800 - 1900;14;21;0;0;14;21;4;3;0;0;0;0;0;1;8;1;0
LAX;Satellite 7;9/29/2019;1900 - 2000;24;32;0;0;24;32;1;32;7;0;0;0;0;1;41;2;0
LAX;Satellite 7;9/29/2019;2100 - 2200;24;32;0;0;24;32;1;5;3;0;0;0;0;1;10;1;0
LAX;Terminal 4;9/29/2019;0600 - 0700;11;19;0;0;11;19;9;4;0;0;0;0;0;1;14;1;0
LAX;Terminal 4;9/29/2019;1000 - 1100;9;34;18;42;13;42;182;56;26;0;0;0;0;8;272;1;6
LAX;Terminal 4;9/29/2019;1200 - 1300;17;48;37;70;29;70;58;109;2;30;28;0;0;8;235;1;7
LAX;Terminal 4;9/29/2019;1300 - 1400;21;48;30;52;26;52;31;185;48;26;0;0;0;5;295;1;6
LAX;Terminal 4;9/29/2019;1400 - 1500;19;39;31;55;28;55;33;117;105;19;0;0;0;7;281;1;6
LAX;Terminal 4;9/29/2019;1600 - 1700;8;27;18;48;14;48;171;54;20;8;0;0;0;7;260;1;5
LAX;Terminal 4;9/29/2019;1700 - 1800;11;16;0;0;11;16;9;2;0;0;0;0;0;1;12;1;0
LAX;Terminal 4;9/29/2019;1800 - 1900;15;27;0;0;15;27;8;11;0;0;0;0;0;0;19;2;0
LAX;Terminal 4;9/29/2019;2000 - 2100;14;17;0;0;14;17;8;4;0;0;0;0;0;0;12;1;0
LAX;Tom Bradley International Terminal;9/29/2019;0000 - 0100;8;70;15;86;12;86;3513;903;335;167;84;0;0;157;5161;26;28
LAX;Tom Bradley International Terminal;9/29/2019;0600 - 0700;7;44;20;68;17;68;1279;323;206;157;22;0;0;57;2044;8;20
LAX;Tom Bradley International Terminal;9/29/2019;0700 - 0800;12;39;19;42;16;42;231;152;41;0;0;0;0;14;438;2;20
LAX;Tom Bradley International Terminal;9/29/2019;0800 - 0900;8;25;9;37;9;37;349;47;5;0;0;0;0;12;413;2;14
LAX;Tom Bradley International Terminal;9/29/2019;0900 - 1000;10;72;24;74;19;74;1139;264;238;163;64;0;0;57;1925;7;28
LAX;Tom Bradley International Terminal;9/29/2019;1000 - 1100;6;36;16;58;13;58;731;115;64;62;0;0;0;38;1010;4;22
LAX;Tom Bradley International Terminal;9/29/2019;1100 - 1200;10;88;15;88;13;88;744;284;44;9;10;0;0;36;1127;5;25
LAX;Tom Bradley International Terminal;9/29/2019;1200 - 1300;13;70;26;73;19;73;741;209;215;60;62;0;0;40;1327;5;29
LAX;Tom Bradley International Terminal;9/29/2019;1300 - 1400;16;49;18;52;17;52;889;522;266;20;0;0;0;52;1749;7;31
LAX;Tom Bradley International Terminal;9/29/2019;1400 - 1500;16;60;16;56;16;60;1651;704;363;72;0;0;0;88;2878;9;35
LAX;Tom Bradley International Terminal;9/29/2019;1500 - 1600;8;23;11;31;9;31;345;77;2;0;0;0;0;13;437;2;29
LAX;Tom Bradley International Terminal;9/29/2019;1600 - 1700;9;43;12;43;10;43;1120;283;12;0;0;0;0;44;1459;6;26
LAX;Tom Bradley International Terminal;9/29/2019;1700 - 1800;10;42;21;78;15;78;1505;695;243;52;22;0;0;78;2595;10;26
LAX;Tom Bradley International Terminal;9/29/2019;1800 - 1900;15;61;24;65;19;65;847;497;150;114;23;0;0;54;1685;7;21
LAX;Tom Bradley International Terminal;9/29/2019;1900 - 2000;22;100;39;111;30;111;416;801;293;206;148;46;0;66;1976;6;28
LAX;Tom Bradley International Terminal;9/29/2019;2000 - 2100;8;51;24;55;12;55;363;37;37;19;0;0;0;12;468;2;23
LAX;Tom Bradley International Terminal;9/29/2019;2100 - 2200;13;50;20;55;16;55;535;221;85;30;0;0;0;27;898;5;21
LAX;Tom Bradley International Terminal;9/29/2019;2200 - 2300;8;34;14;39;10;39;315;71;14;0;0;0;0;12;412;2;13
LAX;Tom Bradley International Terminal;9/29/2019;2300 - 0000;9;25;12;25;10;25;193;43;0;0;0;0;0;5;241;2;10
LAX;Satellite 2;9/30/2019;0000 - 0100;13;31;16;31;14;31;143;99;7;0;0;0;0;2;251;1;6
LAX;Satellite 2;9/30/2019;1000 - 1100;7;13;7;13;7;13;94;0;0;0;0;0;0;4;98;2;4
LAX;Satellite 2;9/30/2019;1100 - 1200;15;48;18;47;16;48;261;197;23;9;0;0;0;11;501;3;8
LAX;Satellite 2;9/30/2019;1200 - 1300;12;27;15;28;14;28;226;159;0;0;0;0;0;9;394;2;8
LAX;Satellite 2;9/30/2019;1500 - 1600;10;21;11;33;10;33;259;47;3;0;0;0;0;10;319;2;5
LAX;Satellite 2;9/30/2019;1700 - 1800;7;20;10;15;7;20;156;2;0;0;0;0;0;3;161;2;6
LAX;Satellite 2;9/30/2019;1800 - 1900;13;28;18;34;14;34;326;267;15;0;0;0;0;20;628;4;6
LAX;Satellite 2;9/30/2019;2200 - 2300;35;47;0;0;35;47;0;2;3;2;0;0;0;1;8;1;0
LAX;Satellite 7;9/30/2019;0000 - 0100;0;9;0;9;0;9;771;0;0;0;0;0;0;23;794;5;8
LAX;Satellite 7;9/30/2019;1000 - 1100;6;18;16;33;10;33;161;40;8;0;0;0;0;5;214;1;6
LAX;Satellite 7;9/30/2019;1600 - 1700;16;44;20;52;19;52;193;210;62;12;0;0;0;15;492;2;8
LAX;Terminal 4;9/30/2019;0000 - 0100;1;15;13;39;11;39;189;68;12;0;0;0;0;6;275;1;5
LAX;Terminal 4;9/30/2019;1000 - 1100;9;34;18;43;14;43;193;67;35;0;0;0;0;10;305;1;6
LAX;Terminal 4;9/30/2019;1200 - 1300;7;29;20;45;14;45;169;67;34;0;0;0;0;7;277;1;6
LAX;Terminal 4;9/30/2019;1400 - 1500;10;30;18;37;14;37;175;70;20;0;0;0;0;5;270;1;6
LAX;Terminal 4;9/30/2019;1600 - 1700;10;46;18;46;14;46;170;80;18;5;0;0;0;9;282;1;6
LAX;Terminal 4;9/30/2019;1700 - 1800;11;14;0;0;11;14;12;0;0;0;0;0;0;0;12;1;0
LAX;Terminal 4;9/30/2019;1800 - 1900;17;22;0;0;17;22;6;8;0;0;0;0;0;0;14;2;0
LAX;Terminal 4;9/30/2019;2000 - 2100;12;15;0;0;12;15;13;0;0;0;0;0;0;0;13;1;0
LAX;Tom Bradley International Terminal;9/30/2019;0000 - 0100;9;58;15;64;12;64;2548;718;323;88;6;0;0;112;3796;20;33
LAX;Tom Bradley International Terminal;9/30/2019;0500 - 0600;19;36;30;58;25;58;72;259;63;43;0;0;0;15;452;2;22
LAX;Tom Bradley International Terminal;9/30/2019;0600 - 0700;7;31;16;53;14;53;845;228;129;47;0;0;0;35;1284;5;27
LAX;Tom Bradley International Terminal;9/30/2019;0700 - 0800;9;35;12;38;11;38;544;172;32;0;0;0;0;20;768;3;19
